AgentID,AgentName,Email,TeamLead,Department,Role,TicketID,CustomerID,Status,ResolutionTime,Priority,Category,CreatedDate,ResolvedDate,ResolutionMinutes
A022,Agent_22,agent22@company.com,TL03,Support,Support Agent,T10370,C7869,Resolved,0,High,General,2026-01-01 09:38:00,2026-01-01 10:29:00,2
A045,Agent_45,agent45@company.com,TL06,Support,Support Agent,T10371,C9832,Resolved,0,Medium,Technical,2026-01-01 09:56:00,2026-01-01 10:29:00,0
A041,Agent_41,agent41@company.com,TL02,Support,Support Agent,T10376,C4442,Resolved,1,High,Account,2026-01-01 09:02:00,2026-01-01 10:31:00,88
A012,Agent_12,agent12@company.com,TL03,Support,Support Agent,T10381,C9865,Resolved,0,High,Account,2026-01-01 09:51:00,2026-01-01 10:11:00,44
A045,Agent_45,agent45@company.com,TL06,Support,Support Agent,T10386,C2549,Resolved,1,Medium,Technical,2026-01-01 09:33:00,2026-01-01 10:03:00,78
A021,Agent_21,agent21@company.com,TL02,Support,Support Agent,T10387,C1993,Resolved,1,Low,Account,2026-01-01 09:50:00,2026-01-01 10:42:00,85
A049,Agent_49,agent49@company.com,TL12,Support,Support Agent,T10389,C1688,Resolved,1,Low,Technical,2026-01-01 09:41:00,2026-01-01 10:49:00,100
A006,Agent_6,agent6@company.com,TL07,Support,Support Agent,T10391,C9135,Resolved,0,Low,Billing,2026-01-01 09:48:00,2026-01-01 10:48:00,47
A035,Agent_35,agent35@company.com,TL06,Support,Support Agent,T10392,C9809,Resolved,1,Low,Billing,2026-01-01 09:47:00,2026-01-01 10:45:00,81
A050,Agent_50,agent50@company.com,TL01,Support,Support Agent,T10394,C9887,Resolved,0,Low,Account,2026-01-01 09:13:00,2026-01-01 10:37:00,33
A023,Agent_23,agent23@company.com,TL04,Support,Support Agent,T10396,C9590,Resolved,1,Low,Billing,2026-01-01 09:37:00,2026-01-01 10:44:00,94
A031,Agent_31,agent31@company.com,TL02,Support,Support Agent,T10402,C8261,Resolved,0,Low,Technical,2026-01-01 09:26:00,2026-01-01 10:27:00,3
A019,Agent_19,agent19@company.com,TL12,Support,Support Agent,T10403,C3507,Resolved,1,Medium,Account,2026-01-01 09:01:00,2026-01-01 10:11:00,101
A046,Agent_46,agent46@company.com,TL07,Support,Support Agent,T10405,C1880,Resolved,1,Low,Account,2026-01-01 09:32:00,2026-01-01 10:41:00,94
A016,Agent_16,agent16@company.com,TL07,Support,Support Agent,T10406,C5183,Resolved,1,High,Account,2026-01-01 09:50:00,2026-01-01 10:22:00,60
A025,Agent_25,agent25@company.com,TL06,Support,Support Agent,T10409,C9610,Resolved,1,Low,General,2026-01-01 09:45:00,2026-01-01 10:40:00,84
A040,Agent_40,agent40@company.com,TL01,Support,Support Agent,T10411,C2505,Resolved,0,Medium,Technical,2026-01-01 09:38:00,2026-01-01 10:09:00,1
A038,Agent_38,agent38@company.com,TL09,Support,Support Agent,T10412,C3762,Resolved,0,Medium,Account,2026-01-01 09:39:00,2026-01-01 10:37:00,23
A036,Agent_36,agent36@company.com,TL07,Support,Support Agent,T10413,C3939,Resolved,1,Low,Technical,2026-01-01 09:39:00,2026-01-01 10:03:00,102
A024,Agent_24,agent24@company.com,TL05,Support,Support Agent,T10417,C4629,Resolved,0,High,General,2026-01-01 09:58:00,2026-01-01 10:20:00,30
A003,Agent_3,agent3@company.com,TL04,Support,Support Agent,T10420,C4265,Resolved,1,High,General,2026-01-01 09:16:00,2026-01-01 10:35:00,90
A001,Agent_1,agent1@company.com,TL02,Support,Support Agent,T10421,C4180,Resolved,1,Low,Billing,2026-01-01 09:30:00,2026-01-01 10:31:00,80
A022,Agent_22,agent22@company.com,TL03,Support,Support Agent,T10422,C1433,Resolved,1,High,Technical,2026-01-01 09:18:00,2026-01-01 10:14:00,61
A044,Agent_44,agent44@company.com,TL05,Support,Support Agent,T10423,C2607,Resolved,0,Low,General,2026-01-01 09:35:00,2026-01-01 10:25:00,10
A023,Agent_23,agent23@company.com,TL04,Support,Support Agent,T10425,C1974,Resolved,0,High,General,2026-01-01 09:43:00,2026-01-01 10:01:00,36
A007,Agent_7,agent7@company.com,TL08,Support,Support Agent,T10427,C9212,Resolved,1,Medium,Technical,2026-01-01 09:49:00,2026-01-01 10:33:00,72
A040,Agent_40,agent40@company.com,TL01,Support,Support Agent,T10428,C6300,Resolved,0,Low,Account,2026-01-01 09:20:00,2026-01-01 10:42:00,47
A004,Agent_4,agent4@company.com,TL05,Support,Support Agent,T10431,C6503,Resolved,0,Low,Account,2026-01-01 09:02:00,2026-01-01 10:34:00,14
A049,Agent_49,agent49@company.com,TL12,Support,Support Agent,T10432,C1504,Resolved,0,Low,Technical,2026-01-01 09:18:00,2026-01-01 10:10:00,5
A041,Agent_41,agent41@company.com,TL02,Support,Support Agent,T10433,C9820,Resolved,0,Low,Technical,2026-01-01 09:06:00,2026-01-01 10:02:00,0
A043,Agent_43,agent43@company.com,TL04,Support,Support Agent,T10436,C2478,Resolved,0,High,General,2026-01-01 09:19:00,2026-01-01 10:05:00,6
A045,Agent_45,agent45@company.com,TL06,Support,Support Agent,T10438,C1969,Resolved,0,High,Billing,2026-01-01 09:46:00,2026-01-01 10:28:00,12
A015,Agent_15,agent15@company.com,TL06,Support,Support Agent,T10439,C8809,Resolved,1,Low,Account,2026-01-01 09:43:00,2026-01-01 10:00:00,63
A005,Agent_5,agent5@company.com,TL06,Support,Support Agent,T10440,C6375,Resolved,0,High,Account,2026-01-01 09:05:00,2026-01-01 10:43:00,17
A048,Agent_48,agent48@company.com,TL09,Support,Support Agent,T10441,C5775,Resolved,0,Medium,Billing,2026-01-01 09:20:00,2026-01-01 10:01:00,51
A007,Agent_7,agent7@company.com,TL08,Support,Support Agent,T10442,C1752,Resolved,0,Medium,Account,2026-01-01 09:36:00,2026-01-01 10:40:00,40
A020,Agent_20,agent20@company.com,TL01,Support,Support Agent,T10447,C1074,Resolved,1,Medium,General,2026-01-01 09:24:00,2026-01-01 10:27:00,87
A031,Agent_31,agent31@company.com,TL02,Support,Support Agent,T10448,C2409,Resolved,1,High,Billing,2026-01-01 09:00:00,2026-01-01 10:43:00,100
A028,Agent_28,agent28@company.com,TL09,Support,Support Agent,T10451,C7257,Resolved,1,High,General,2026-01-01 09:54:00,2026-01-01 10:47:00,110
A020,Agent_20,agent20@company.com,TL01,Support,Support Agent,T10452,C6710,Resolved,0,Medium,General,2026-01-01 09:35:00,2026-01-01 10:14:00,23
A004,Agent_4,agent4@company.com,TL05,Support,Support Agent,T10457,C3021,Resolved,0,High,Billing,2026-01-01 09:57:00,2026-01-01 10:32:00,41
A035,Agent_35,agent35@company.com,TL06,Support,Support Agent,T10464,C8982,Resolved,0,Medium,Billing,2026-01-01 09:31:00,2026-01-01 10:25:00,24
A035,Agent_35,agent35@company.com,TL06,Support,Support Agent,T10466,C3928,Resolved,1,Medium,Billing,2026-01-01 09:50:00,2026-01-01 10:37:00,98
A010,Agent_10,agent10@company.com,TL01,Support,Support Agent,T10467,C7279,Resolved,0,Low,Account,2026-01-01 09:56:00,2026-01-01 10:11:00,55
A048,Agent_48,agent48@company.com,TL09,Support,Support Agent,T10469,C8607,Resolved,0,Medium,Technical,2026-01-01 09:55:00,2026-01-01 10:20:00,7
A050,Agent_50,agent50@company.com,TL01,Support,Support Agent,T10473,C7054,Resolved,1,Low,Technical,2026-01-01 09:45:00,2026-01-01 10:18:00,104
A002,Agent_2,agent2@company.com,TL03,Support,Support Agent,T10475,C2371,Resolved,0,Low,Technical,2026-01-01 09:29:00,2026-01-01 10:10:00,18
A017,Agent_17,agent17@company.com,TL08,Support,Support Agent,T10478,C5178,Resolved,0,Medium,General,2026-01-01 09:36:00,2026-01-01 10:44:00,24
A016,Agent_16,agent16@company.com,TL07,Support,Support Agent,T10480,C1603,Resolved,1,High,Technical,2026-01-01 09:07:00,2026-01-01 10:04:00,78
A032,Agent_32,agent32@company.com,TL03,Support,Support Agent,T10481,C4106,Resolved,0,Low,Technical,2026-01-01 09:57:00,2026-01-01 10:07:00,9
A026,Agent_26,agent26@company.com,TL07,Support,Support Agent,T10482,C4627,Resolved,1,Medium,Billing,2026-01-01 09:38:00,2026-01-01 10:23:00,91
A039,Agent_39,agent39@company.com,TL12,Support,Support Agent,T10484,C1559,Resolved,0,Medium,General,2026-01-01 09:48:00,2026-01-01 10:01:00,18
A021,Agent_21,agent21@company.com,TL02,Support,Support Agent,T10488,C6985,Resolved,0,High,General,2026-01-01 09:11:00,2026-01-01 10:27:00,55
A034,Agent_34,agent34@company.com,TL05,Support,Support Agent,T10489,C5403,Resolved,1,Low,Billing,2026-01-01 09:23:00,2026-01-01 10:42:00,81
A011,Agent_11,agent11@company.com,TL02,Support,Support Agent,T10490,C6662,Resolved,0,Low,Account,2026-01-01 09:06:00,2026-01-01 10:18:00,1
A028,Agent_28,agent28@company.com,TL09,Support,Support Agent,T10495,C1471,Resolved,0,Medium,Billing,2026-01-01 09:20:00,2026-01-01 10:57:00,12
A027,Agent_27,agent27@company.com,TL08,Support,Support Agent,T10496,C3143,Resolved,0,Medium,General,2026-01-01 09:28:00,2026-01-01 10:38:00,2
A047,Agent_47,agent47@company.com,TL08,Support,Support Agent,T10499,C4832,Resolved,1,Low,Technical,2026-01-01 09:31:00,2026-01-01 10:32:00,81
A003,Agent_3,agent3@company.com,TL04,Support,Support Agent,T10500,C2371,Resolved,0,High,Billing,2026-01-01 09:51:00,2026-01-01 10:53:00,48
